target.id	bait.id	target.chr	target.start	target.end	bait.chr	bait.start	bait.end	bait.to.bait	count.1	count.2	bait.trans.count	target.trans.count	distance	count	expected	p.value	q.value
chr2:216696003-216698549	chr2:217388204-217389141	chr2	216696003	216698549	chr2	217388204	217389141	FALSE	34	100	23470	57	691396.5	134	10.4038668181123	7.03726378109144e-11	3.13602594506594e-07
chr2:217711379-217715595	chr2:217048162-217060744	chr2	217711379	217715595	chr2	217048162	217060744	FALSE	46	28	6477	34	659034	74	5.20725377584015	5.01468963993249e-11	3.34705460017294e-07
chr2:216698549-216701059	chr2:217520976-217531270	chr2	216698549	216701059	chr2	217520976	217531270	FALSE	26	10	2267	69	826319	36	2.48306734168933	1.62976721023401e-10	4.55356958539381e-07
chr2:216687613-216696003	chr2:217507009-217507798	chr2	216687613	216696003	chr2	217507009	217507798	FALSE	28	31	7507	51	815595.5	59	4.60525701936131	8.60476238730596e-11	4.56654739894327e-07
chr2:217162758-217166250	chr2:217511619-217520976	chr2	217162758	217166250	chr2	217511619	217520976	FALSE	65	38	5732	64	351793.5	103	8.39566431142112	1.10049903987962e-09	8.02263800072242e-07
chr2:216740663-216743829	chr2:217511619-217520976	chr2	216740663	216743829	chr2	217511619	217520976	FALSE	35	15	5732	76	774051.5	50	4.2599294667538	1.17143451386403e-09	8.06532662795383e-07
chr2:216757218-216758869	chr2:217385905-217388159	chr2	216757218	216758869	chr2	217385905	217388159	FALSE	45	81	19205	70	628988.5	126	10.1735574714695	2.03983042237785e-10	8.61740932150824e-07
chr2:216696003-216698549	chr2:217479806-217484313	chr2	216696003	216698549	chr2	217479806	217484313	FALSE	43	23	9735	57	784783.5	66	5.4786076857943	1.87517958987009e-10	1.11791956549422e-06
chr2:216663584-216680419	chr2:217511619-217520976	chr2	216663584	216680419	chr2	217511619	217520976	FALSE	35	10	5732	25	844296	45	3.86873093376368	2.33988233089137e-09	1.5262190382493e-06
chr2:216687613-216696003	chr2:217048162-217060744	chr2	216687613	216696003	chr2	217048162	217060744	FALSE	60	54	6477	51	362645	114	8.91105755497693	3.51344380774505e-10	1.56336537965296e-06
chr2:216698549-216701059	chr2:217494224-217498021	chr2	216698549	216701059	chr2	217494224	217498021	FALSE	38	18	7162	69	796318.5	56	4.6182641794809	3.54056303328009e-10	2.28596452243729e-06
chr2:217510642-217511619	chr2:217048162-217060744	chr2	217510642	217511619	chr2	217048162	217060744	TRUE	70	57	6477	5972	456677.5	127	10.9788057959077	7.32143159164461e-10	2.4433447579216e-06
chr2:216687613-216696003	chr2:217492415-217494224	chr2	216687613	216696003	chr2	217492415	217494224	FALSE	47	20	11146	51	801511.5	67	5.72969209672988	3.3107093624357e-10	2.86624663052871e-06
chr2:216708907-216715639	chr2:217511619-217520976	chr2	216708907	216715639	chr2	217511619	217520976	FALSE	35	10	5732	38	804024.5	45	4.08418925862243	6.14149543552438e-09	3.54999903034154e-06
chr2:216730483-216735867	chr2:217511619-217520976	chr2	216730483	216735867	chr2	217511619	217520976	FALSE	31	15	5732	35	783122.5	46	4.20524635289066	6.30194292483773e-09	3.54999903034154e-06
chr2:216701059-216705630	chr2:217510642-217511619	chr2	216701059	216705630	chr2	217510642	217511619	FALSE	27	19	5972	35	807786	46	4.14794511419995	4.94652936375119e-09	3.88591102600687e-06
chr2:217162758-217166250	chr2:217510642-217511619	chr2	217162758	217166250	chr2	217510642	217511619	FALSE	49	50	5972	64	346626.5	99	8.75815930741401	6.19725343227677e-09	4.49396216200562e-06
chr2:216696003-216698549	chr2:217499528-217502220	chr2	216696003	216698549	chr2	217499528	217502220	FALSE	21	30	6802	57	803598	51	4.45462774421836	1.70738529847648e-09	5.08416657253833e-06
chr2:216696003-216698549	chr2:217491009-217492415	chr2	216696003	216698549	chr2	217491009	217492415	FALSE	38	39	16612	57	794436	77	7.07496936537702	8.771262497799e-10	5.34849658959538e-06
chr2:216687613-216696003	chr2:217498021-217499528	chr2	216687613	216696003	chr2	217498021	217499528	FALSE	35	23	8262	51	806966.5	58	4.89041681722431	4.69481159282552e-10	6.13564927066367e-06
chr2:216698549-216701059	chr2:217430817-217437011	chr2	216698549	216701059	chr2	217430817	217437011	FALSE	37	34	8921	69	734110	71	5.62973283677106	7.47336259446678e-10	6.61317855984366e-06
chr2:216682129-216687613	chr2:217520976-217531270	chr2	216682129	216687613	chr2	217520976	217531270	FALSE	25	6	2267	25	841252	31	2.43423725057961	4.23182788333814e-09	7.8824847373645e-06
chr2:216680419-216682129	chr2:217510042-217510642	chr2	216680419	216682129	chr2	217510042	217510642	FALSE	32	26	11283	37	829068	58	5.55296823389416	5.53060843712473e-09	9.04315930674751e-06
chr2:216698549-216701059	chr2:217492415-217494224	chr2	216698549	216701059	chr2	217492415	217494224	FALSE	42	21	11146	69	793515.5	63	5.7937520431509	1.86799505518812e-09	1.07814447935274e-05
chr2:217085031-217090596	chr2:217511619-217520976	chr2	217085031	217090596	chr2	217511619	217520976	FALSE	46	31	5732	66	428484	77	7.04267919056314	2.03320976154922e-08	1.09554645977737e-05
chr2:216757218-216758869	chr2:217510042-217510642	chr2	216757218	216758869	chr2	217510042	217510642	FALSE	28	42	11283	70	752298.5	70	6.28969204254911	8.68923027664636e-09	1.27870712751128e-05
chr2:217147939-217150853	chr2:217511619-217520976	chr2	217147939	217150853	chr2	217511619	217520976	FALSE	41	45	5732	97	366901.5	86	8.08691097101475	2.58804227541143e-08	1.33640032996558e-05
chr2:217166250-217171527	chr2:217510642-217511619	chr2	217166250	217171527	chr2	217510642	217511619	FALSE	40	54	5972	51	342242	94	8.85806930738906	2.23954589895999e-08	1.50801422782113e-05
chr2:216758869-216766384	chr2:217389615-217397055	chr2	216758869	216766384	chr2	217389615	217397055	FALSE	45	23	7474	82	630708.5	68	5.90215312622412	5.00329090072878e-09	1.55272129813217e-05
chr2:216758869-216766384	chr2:217385905-217388159	chr2	216758869	216766384	chr2	217385905	217388159	FALSE	41	69	19205	82	624405.5	110	10.2467673470366	5.73396954555928e-09	1.69564947401279e-05
chr2:216698549-216701059	chr2:217372070-217376991	chr2	216698549	216701059	chr2	217372070	217376991	FALSE	22	22	3161	69	674726.5	44	3.37096230364265	2.87841023499015e-09	1.92680781130241e-05
chr2:216698549-216701059	chr2:217498021-217499528	chr2	216698549	216701059	chr2	217498021	217499528	FALSE	28	26	8262	69	798970.5	54	4.94471986638519	3.21269470803569e-09	2.09933535696592e-05
chr2:216698549-216701059	chr2:217507009-217507798	chr2	216698549	216701059	chr2	217507009	217507798	FALSE	36	14	7507	69	807599.5	50	4.65584698719412	6.05239154670125e-09	2.1413361292229e-05
chr2:216790655-216796832	chr2:217510642-217511619	chr2	216790655	216796832	chr2	217510642	217511619	FALSE	26	24	5972	59	717387	50	4.57345144691127	3.42725240178841e-08	2.15391389277729e-05
chr2:216698549-216701059	chr2:217064467-217070676	chr2	216698549	216701059	chr2	217064467	217070676	FALSE	60	49	6827	69	367767.5	109	9.1350054266126	1.71344796683107e-09	2.40311077348058e-05
chr2:216738801-216740663	chr2:217511619-217520976	chr2	216738801	216740663	chr2	217511619	217520976	FALSE	24	18	5732	55	776565.5	42	4.24463926205524	4.97116717142454e-08	2.46430699021858e-05
chr2:217147939-217150853	chr2:217510642-217511619	chr2	217147939	217150853	chr2	217510642	217511619	FALSE	33	54	5972	97	361734.5	87	8.4314636835461	4.29095830880775e-08	2.52817899857066e-05
chr2:216696003-216698549	chr2:217498021-217499528	chr2	216696003	216698549	chr2	217498021	217499528	FALSE	29	23	8262	57	801498.5	52	4.92742800556005	7.03507633638382e-09	3.06471375467334e-05
chr2:216696003-216698549	chr2:217430817-217437011	chr2	216696003	216698549	chr2	217430817	217437011	FALSE	36	29	8921	57	736638	65	5.61078891062354	5.21810173357589e-09	3.07833214936087e-05
chr2:216687613-216696003	chr2:217376991-217379990	chr2	216687613	216696003	chr2	217376991	217379990	FALSE	45	20	7407	51	686682.5	65	5.4020483175461	2.56346278788295e-09	3.50066478313296e-05
chr2:217085031-217090596	chr2:217510642-217511619	chr2	217085031	217090596	chr2	217510642	217511619	FALSE	30	45	5972	66	423317	75	7.32933516001926	6.73889344218226e-08	3.52930824885845e-05
chr2:216776129-216787593	chr2:217511619-217520976	chr2	216776129	216787593	chr2	217511619	217520976	FALSE	26	20	5732	42	734436.5	46	4.36532363768967	8.14351621907765e-08	3.88163832703959e-05
chr2:216758869-216766384	chr2:217510042-217510642	chr2	216758869	216766384	chr2	217510042	217510642	FALSE	33	33	11283	82	747715.5	66	6.32748941831559	3.23089767058365e-08	4.32235364730081e-05
chr2:216701059-216705630	chr2:217385905-217388159	chr2	216701059	216705630	chr2	217385905	217388159	FALSE	51	45	19205	35	683687.5	96	9.37485018693975	1.85717066593386e-08	4.99275008481783e-05
chr2:216696003-216698549	chr2:217494224-217498021	chr2	216696003	216698549	chr2	217494224	217498021	FALSE	33	15	7162	57	798846.5	48	4.60206033970427	1.20198361667004e-08	5.17373814735342e-05
chr2:217166250-217171527	chr2:217511619-217520976	chr2	217166250	217171527	chr2	217511619	217520976	FALSE	54	29	5732	51	347409	83	8.49001561223901	1.1690707979592e-07	5.36603496263275e-05
chr2:216696003-216698549	chr2:217048162-217060744	chr2	216696003	216698549	chr2	217048162	217060744	FALSE	47	49	6477	57	357177	96	9.03251526739129	2.08882829090557e-08	5.57675377105968e-05
chr2:216719192-216726503	chr2:217511619-217520976	chr2	216719192	216726503	chr2	217511619	217520976	FALSE	30	9	5732	34	793450	39	4.14459251531044	1.44147779787911e-07	6.3800836961128e-05
chr2:217510642-217511619	chr2:217062476-217063046	chr2	217510642	217511619	chr2	217062476	217063046	TRUE	67	95	17328	5972	448369.5	162	16.0938466141001	8.90100251712428e-09	7.05641809549223e-05
chr2:216757218-216758869	chr2:217389615-217397055	chr2	216757218	216758869	chr2	217389615	217397055	FALSE	36	26	7474	70	635291.5	62	5.86040253608512	3.01818752227701e-08	7.80553596386206e-05
chr2:216771948-216775748	chr2:217510642-217511619	chr2	216771948	216775748	chr2	217510642	217511619	FALSE	23	22	5972	75	737282.5	45	4.45241252212556	1.64565006560217e-07	8.16502272022717e-05
chr2:216738476-216738801	chr2:217511619-217520976	chr2	216738476	216738801	chr2	217511619	217520976	FALSE	16	23	5732	72	777659	39	4.23802109907116	2.00407879007185e-07	8.56432705012427e-05
chr2:216698549-216701059	chr2:217488285-217491009	chr2	216698549	216701059	chr2	217488285	217491009	FALSE	21	27	6688	69	789843	48	4.50223161086001	8.19950436950673e-09	9.38597265177435e-05
chr2:216696003-216698549	chr2:217492415-217494224	chr2	216696003	216698549	chr2	217492415	217494224	FALSE	35	21	11146	57	796043.5	56	5.77335226968673	2.37029406438108e-08	0.000102604104311896
chr2:216883553-216888640	chr2:217511619-217520976	chr2	216883553	216888640	chr2	217511619	217520976	FALSE	36	13	5732	68	630201	49	5.07218296440839	2.49461743380172e-07	0.000103052646190349
chr2:217710440-217711379	chr2:217048162-217060744	chr2	217710440	217711379	chr2	217048162	217060744	FALSE	33	22	6477	60	656456.5	55	5.2272998603633	4.71155307867388e-08	0.000104824203412029
chr2:216879929-216883553	chr2:217511619-217520976	chr2	216879929	216883553	chr2	217511619	217520976	FALSE	32	16	5732	65	634556.5	48	5.03804509009848	3.23882785683668e-07	0.000129479979450893
chr2:216696003-216698549	chr2:217520976-217531270	chr2	216696003	216698549	chr2	217520976	217531270	FALSE	20	7	2267	57	828847	27	2.47467043460929	9.36004776654385e-08	0.000130759867298618
chr2:216726503-216728770	chr2:217511619-217520976	chr2	216726503	216728770	chr2	217511619	217520976	FALSE	27	10	5732	35	788661	37	4.17251023926921	4.13173350576893e-07	0.000160014291678108
chr2:217510642-217511619	chr2:217060744-217062476	chr2	217510642	217511619	chr2	217060744	217062476	TRUE	50	81	11126	5972	449520.5	131	13.6277140376969	2.91940232511145e-08	0.000166649216058445
chr2:217144057-217147939	chr2:217511619-217520976	chr2	217144057	217147939	chr2	217511619	217520976	FALSE	35	38	5732	68	370299.5	73	8.02075306966385	4.55277105832006e-07	0.00017097724765382
chr2:217144057-217147939	chr2:217510642-217511619	chr2	217144057	217147939	chr2	217510642	217511619	FALSE	31	45	5972	68	365132.5	76	8.36151045583876	4.3261735144436e-07	0.000194203989145999
chr2:216738801-216740663	chr2:217510642-217511619	chr2	216738801	216740663	chr2	217510642	217511619	FALSE	20	18	5972	55	771398.5	38	4.36546841148512	4.87823143962795e-07	0.000209032217188058
chr2:216740663-216743829	chr2:217510642-217511619	chr2	216740663	216743829	chr2	217510642	217511619	FALSE	16	22	5972	76	768884.5	38	4.38129956748383	5.13132799363522e-07	0.00021031751737391
chr2:217154820-217157941	chr2:217511619-217520976	chr2	217154820	217157941	chr2	217511619	217520976	FALSE	49	24	5732	57	359917	73	8.22660269542019	6.63829325872357e-07	0.000241965789280474
chr2:216728770-216730483	chr2:217511619-217520976	chr2	216728770	216730483	chr2	217511619	217520976	FALSE	24	12	5732	58	786671	36	4.18421648100159	6.90134588554885e-07	0.000244366798741734
chr2:217510642-217511619	chr2:217064467-217070676	chr2	217510642	217511619	chr2	217064467	217070676	TRUE	54	56	6827	5972	443559	110	11.535084543353	4.43276898382912e-08	0.000246728846147845
chr2:216696003-216698549	chr2:217064467-217070676	chr2	216696003	216698549	chr2	217064467	217070676	FALSE	53	39	6827	57	370295.5	92	9.0794136728222	5.27762237749401e-08	0.000246728846147845
chr2:216682129-216687613	chr2:217385905-217388159	chr2	216682129	216687613	chr2	217385905	217388159	FALSE	48	38	19205	25	702161	86	9.13295125197171	1.00771012963595e-07	0.000248333366279953
chr2:216738175-216738476	chr2:217511619-217520976	chr2	216738175	216738476	chr2	217511619	217520976	FALSE	23	13	5732	61	777972	36	4.23613034811831	8.15427088588257e-07	0.000273123997537142
chr2:216682129-216687613	chr2:217502220-217506638	chr2	216682129	216687613	chr2	217502220	217506638	FALSE	20	18	5537	25	819558	38	3.92931621738675	1.06115737008896e-07	0.000290385714324845
chr2:216758869-216766384	chr2:217479806-217484313	chr2	216758869	216766384	chr2	217479806	217484313	FALSE	33	28	9735	82	719433	61	6.03751363334454	6.805490202953e-08	0.000304290480699536
chr2:217511619-217520976	chr2:217048162-217060744	chr2	217511619	217520976	chr2	217048162	217060744	TRUE	57	31	6477	5732	461844.5	88	10.8078077252702	1.62006420186782e-07	0.000308946243296193
chr2:216696003-216698549	chr2:217507009-217507798	chr2	216696003	216698549	chr2	217507009	217507798	FALSE	21	22	7507	57	810127.5	43	4.63973871820105	1.2610424741473e-07	0.000334617620514986
chr2:216687613-216696003	chr2:217425054-217428760	chr2	216687613	216696003	chr2	217425054	217428760	FALSE	36	31	10655	51	735099	67	6.22586174315465	1.80146926102453e-08	0.000338982470846985
chr2:216687613-216696003	chr2:217484313-217487097	chr2	216687613	216696003	chr2	217484313	217487097	FALSE	29	18	7399	51	793897	47	4.71052346952787	2.77830544480685e-08	0.000351789035421443
chr2:216682129-216687613	chr2:217509495-217510042	chr2	216682129	216687613	chr2	217509495	217510042	FALSE	27	16	8131	25	824897.5	43	4.73439470280626	1.71449640538779e-07	0.000375166103426957
chr2:216652080-216653199	chr2:217511619-217520976	chr2	216652080	216653199	chr2	217511619	217520976	FALSE	26	6	5732	77	863658	32	3.77267080492217	1.25668272402671e-06	0.000409843921022712
chr2:216894126-216898953	chr2:217511619-217520976	chr2	216894126	216898953	chr2	217511619	217520976	FALSE	36	9	5732	53	619758	45	5.15596902579357	1.303481484312e-06	0.000414206308591759
chr2:216654470-216659730	chr2:217511619-217520976	chr2	216654470	216659730	chr2	217511619	217520976	FALSE	26	6	5732	42	859197.5	32	3.79439593527709	1.35245621035159e-06	0.000419024745372182
chr2:216687613-216696003	chr2:217045205-217048162	chr2	216687613	216696003	chr2	217045205	217048162	FALSE	74	48	9435	51	354875.5	122	11.8620655480323	2.50670588518403e-08	0.000426039732245878
chr2:216705630-216708907	chr2:217385905-217388159	chr2	216705630	216708907	chr2	217385905	217388159	FALSE	51	34	19205	39	679763.5	85	9.42790878753098	2.10567105857243e-07	0.000444777889600742
chr2:216632033-216639556	chr2:217511619-217520976	chr2	216632033	216639556	chr2	217511619	217520976	FALSE	20	11	5732	31	880503	31	3.69271792195231	1.60222528899657e-06	0.000484301902598401
chr2:216769117-216770469	chr2:217511619-217520976	chr2	216769117	216770469	chr2	217511619	217520976	FALSE	27	11	5732	72	746504.5	38	4.2961193711178	1.70541950009636e-06	0.000491517764295215
chr2:216687613-216696003	chr2:217064467-217070676	chr2	216687613	216696003	chr2	217064467	217070676	FALSE	51	35	6827	51	375763.5	86	8.96159104116569	1.48445527968918e-07	0.000520487132441018
chr2:216726503-216728770	chr2:217510642-217511619	chr2	216726503	216728770	chr2	217510642	217511619	FALSE	25	10	5972	35	783494	35	4.29079733965694	1.53796114758036e-06	0.000547775358785926
chr2:217090596-217095083	chr2:217510642-217511619	chr2	217090596	217095083	chr2	217510642	217511619	FALSE	23	40	5972	33	418291	63	7.40775691453131	1.56889091834306e-06	0.000547775358785926
chr2:216983863-216985394	chr2:217511619-217520976	chr2	216983863	216985394	chr2	217511619	217520976	FALSE	28	22	5732	101	531669	50	5.81083838024692	2.08659104938975e-06	0.000587707338070164
chr2:216701059-216705630	chr2:217502220-217506638	chr2	216701059	216705630	chr2	217502220	217506638	FALSE	21	15	5537	35	801084.5	36	4.02992353893109	4.11603003471855e-07	0.000750901079333821
chr2:216771948-216775748	chr2:217502220-217506638	chr2	216771948	216775748	chr2	217502220	217506638	FALSE	27	14	5537	75	730581	41	4.30158898888283	5.08142116879925e-07	0.000753679012182791
chr2:217085031-217090596	chr2:217502220-217506638	chr2	217085031	217090596	chr2	217502220	217506638	FALSE	31	33	5537	66	416615.5	64	7.04610744233046	6.00268177786092e-07	0.000753679012182791
